ID,Task,Subject Name,Experiment,Objects,Trial,Annotation file
118,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright bowl to pour tomato_soup_can 32 into bowl 6 \n,BBM02,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 9,Trial 9.xml
119,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright bowl to pour tomato_soup_can 31 into bowl 1 \n,BBM02,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 10,Trial 10.xml
120,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 16 into bowl 22 \n,BBM02,Expt 1 (Pouring),Bowl and Pudding box,Trial 1,Trial 1.xml
121,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 22 into bowl 27 \n,BBM02,Expt 1 (Pouring),Bowl and Pudding box,Trial 2,Trial 2.xml
122,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 12 into bowl 2 \n,BBM02,Expt 1 (Pouring),Bowl and Pudding box,Trial 3,Trial 3.xml
123,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handright bowl to pour pudding_box 29 into bowl 4 \n,BBM02,Expt 1 (Pouring),Bowl and Pudding box,Trial 4,Trial 4.xml
124,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 18 into bowl 14 \n,BBM02,Expt 1 (Pouring),Bowl and Pudding box,Trial 5,Trial 5.xml
125,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 3 into bowl 32 \n,BBM02,Expt 1 (Pouring),Bowl and Pudding box,Trial 6,Trial 6.xml
126,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 12 into bowl 17 \n,BBM02,Expt 1 (Pouring),Bowl and Pudding box,Trial 7,Trial 7.xml
127,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 25 into bowl 30 \n,BBM02,Expt 1 (Pouring),Bowl and Pudding box,Trial 8,Trial 8.xml
128,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 15 into bowl 25 \n,BBM02,Expt 1 (Pouring),Bowl and Pudding box,Trial 9,Trial 9.xml
129,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 27 into bowl 11 \n,BBM02,Expt 1 (Pouring),Bowl and Pudding box,Trial 10,Trial 10.xml
130,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 10 into bowl 24 \n,BBM02,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 1,Trial 1.xml
131,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 9 into bowl 6 \n,BBM02,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 2,Trial 2.xml
132,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 12 into bowl 32 \n,BBM02,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 3,Trial 3.xml
133,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 14 into bowl 15 \n,BBM02,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 4,Trial 4.xml
134,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 24 into bowl 25 \n,BBM02,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 5,Trial 5.xml
135,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 12 into bowl 7 \n,BBM02,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 6,Trial 6.xml
136,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 22 into bowl 2 \n,BBM02,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 7,Trial 7.xml
137,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 5 into bowl 26 \n,BBM02,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 8,Trial 8.xml
138,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 12 into bowl 4 \n,BBM02,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 9,Trial 9.xml
139,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 13 into bowl 23 \n,BBM02,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 10,Trial 10.xml
140,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 15 into bowl 27 \n,BBM02,Expt 1 (Pouring),Bowl and Gelatin box,Trial 1,Trial 1.xml
141,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 1 into bowl 24 \n,BBM02,Expt 1 (Pouring),Bowl and Gelatin box,Trial 2,Trial 2.xml
142,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 30 into bowl 6 \n,BBM02,Expt 1 (Pouring),Bowl and Gelatin box,Trial 3,Trial 3.xml
143,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 6 into bowl 29 \n,BBM02,Expt 1 (Pouring),Bowl and Gelatin box,Trial 4,Trial 4.xml
144,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 9 into bowl 14 \n,BBM02,Expt 1 (Pouring),Bowl and Gelatin box,Trial 5,Trial 5.xml
145,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 20 into bowl 2 \n,BBM02,Expt 1 (Pouring),Bowl and Gelatin box,Trial 6,Trial 6.xml
146,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 11 into bowl 13 \n,BBM02,Expt 1 (Pouring),Bowl and Gelatin box,Trial 7,Trial 7.xml
147,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 26 into bowl 23 \n,BBM02,Expt 1 (Pouring),Bowl and Gelatin box,Trial 8,Trial 8.xml
148,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 15 into bowl 14 \n,BBM02,Expt 1 (Pouring),Bowl and Gelatin box,Trial 9,Trial 9.xml
149,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 5 into bowl 18 \n,BBM02,Expt 1 (Pouring),Bowl and Gelatin box,Trial 10,Trial 10.xml
150,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 2 into bowl 4 \n,BBM02,Expt 1 (Pouring),Bowl and Cracker box,Trial 1,Trial 1.xml
151,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 1 into bowl 24 \n,BBM02,Expt 1 (Pouring),Bowl and Cracker box,Trial 2,Trial 2.xml
152,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 19 into bowl 4 \n,BBM02,Expt 1 (Pouring),Bowl and Cracker box,Trial 3,Trial 3.xml
153,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 4 into bowl 10 \n,BBM02,Expt 1 (Pouring),Bowl and Cracker box,Trial 4,Trial 4.xml
154,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 26 into bowl 30 \n,BBM02,Expt 1 (Pouring),Bowl and Cracker box,Trial 5,Trial 5.xml
155,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 4 into bowl 20 \n,BBM02,Expt 1 (Pouring),Bowl and Cracker box,Trial 6,Trial 6.xml
156,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 32 into bowl 23 \n,BBM02,Expt 1 (Pouring),Bowl and Cracker box,Trial 7,Trial 7.xml
157,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 5 into bowl 28 \n,BBM02,Expt 1 (Pouring),Bowl and Cracker box,Trial 8,Trial 8.xml
158,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 2 into bowl 9 \n,BBM02,Expt 1 (Pouring),Bowl and Cracker box,Trial 9,Trial 9.xml
159,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 17 into bowl 30 \n,BBM02,Expt 1 (Pouring),Bowl and Cracker box,Trial 10,Trial 10.xml
160,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 11 into mug 29 \n,BBM03,Expt 1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
161,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 27 into mug 13 \n,BBM03,Expt 1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
162,approach handright mug and enclose handright mug and approach handleft pitcher_base and enclose handleft pitcher_base and approach handleft mug to pour pitcher_base 20 into mug 1 \n,BBM03,Expt 1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
163,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 11 into mug 29 \n,BBM03,Expt 1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
164,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 7 into mug 14 \n,BBM03,Expt 1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
165,approach handright mug and enclose handright mug and approach handleft pitcher_base and enclose handleft pitcher_base and approach handleft mug to pour pitcher_base 24 into mug 6 \n,BBM03,Expt 1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
166,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 7 into mug 14 \n,BBM03,Expt 1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
167,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 23 into mug 16 \n,BBM03,Expt 1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
168,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 7 into mug 25 \n,BBM03,Expt 1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
169,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 20 into mug 19 \n,BBM03,Expt 1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
170,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 13 into mug 11 \n,BBM03,Expt 1 (Pouring),Mug and Sugar box,Trial 1,Trial 1.xml
171,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 3 into mug 5 \n,BBM03,Expt 1 (Pouring),Mug and Sugar box,Trial 2,Trial 2.xml
172,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 26 into mug 24 \n,BBM03,Expt 1 (Pouring),Mug and Sugar box,Trial 3,Trial 3.xml
173,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 5 into mug 10 \n,BBM03,Expt 1 (Pouring),Mug and Sugar box,Trial 4,Trial 4.xml
174,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 31 into mug 1 \n,BBM03,Expt 1 (Pouring),Mug and Sugar box,Trial 5,Trial 5.xml
175,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 27 into mug 11 \n,BBM03,Expt 1 (Pouring),Mug and Sugar box,Trial 6,Trial 6.xml
176,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 28 into mug 31 \n,BBM03,Expt 1 (Pouring),Mug and Sugar box,Trial 7,Trial 7.xml
177,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 18 into mug 27 \n,BBM03,Expt 1 (Pouring),Mug and Sugar box,Trial 8,Trial 8.xml
